the_geom,School_ID,Short_Name,Address,Grade_Cat,Lat,Long
POINT (-87.61806644738223 41.751945576044086),610152,RUGGLES,7831 S PRAIRIE AVE,ES,41.75194558,-87.61806645
POINT (-87.63884270034038 41.7353793901619),610153,RYDER,8716 S WALLACE ST,ES,41.73537939,-87.6388427
POINT (-87.74595144443234 41.991169246501556),610155,SAUGANASH,6040 N KILPATRICK AVE,ES,41.99116925,-87.74595144
POINT (-87.70500578053786 41.79749820313011),610157,SAWYER,5248 S SAWYER AVE,ES,41.7974982,-87.70500578
POINT (-87.79872070511091 41.91415063009354),610158,SAYRE,1850 N NEWLAND AVE,ES,41.91415063,-87.79872071
POINT (-87.73217877767878 41.94167760398274),610159,SCAMMON,4201 W HENDERSON ST,ES,41.9416776,-87.73217878
POINT (-87.8141946545342 42.01689164143365),610163,STOCK,7507 W BIRCHWOOD AVE,ES,42.01689164,-87.81419465
POINT (-87.76119046881551 41.93040331629132),610165,SCHUBERT,2727 N LONG AVE,ES,41.93040332,-87.76119047
POINT (-87.66877201151634 41.810333240928585),610167,SEWARD,4600 S HERMITAGE AVE,ES,41.81033324,-87.66877201
POINT (-87.70419859112472 41.811068610044856),610170,COLUMBIA EXPLORERS,4520 S KEDZIE AVE,ES,41.81106861,-87.70419859
POINT (-87.5527879443839 41.73171691657682),610171,MIRELES,9000 S EXCHANGE AVE,ES,41.73171692,-87.55278794
POINT (-87.6502214456532 41.799766206136326),610172,SHERMAN,1000 W 52ND ST,ES,41.79976621,-87.65022145
POINT (-87.63227938229053 41.790800244125016),610173,SHERWOOD,245 W 57TH ST,ES,41.79080024,-87.63227938
POINT (-87.68964723523976 41.815909486699944),610174,SHIELDS,4250 S ROCKWELL ST,ES,41.81590949,-87.68964724
POINT (-87.59390494159986 41.80429401663335),610175,SHOESMITH,1330 E 50TH ST,ES,41.80429402,-87.59390494
POINT (-87.65866905202178 41.690918877055836),610176,SHOOP,11140 S BISHOP ST,ES,41.69091888,-87.65866905
POINT (-87.65941897615701 41.87910254299313),610177,SKINNER,1260 W ADAMS ST,ES,41.87910254,-87.65941898
POINT (-87.59693188177567 41.716988872452085),610178,SCHMID,9755 S GREENWOOD AVE,ES,41.71698887,-87.59693188
POINT (-87.781974537526 41.95886803640263),610179,SMYSER,4310 N MELVINA AVE,ES,41.95886804,-87.78197454
POINT (-87.65344502667783 41.86535101892525),610180,SMYTH,1059 W 13TH ST,ES,41.86535102,-87.65344503
POINT (-87.72404263305404 41.99394233325475),610182,SOLOMON,6206 N HAMLIN AVE,ES,41.99394233,-87.72404263
POINT (-87.75044473104985 41.88487639849927),610183,SPENCER,214 N LAVERGNE AVE,ES,41.8848764,-87.75044473
POINT (-87.7316656849208 41.747106879386706),610185,STEVENSON,8010 S KOSTNER AVE,ES,41.74710688,-87.73166568
POINT (-87.63997360421976 41.696496163708645),610188,DUNNE,10845 S UNION AVE,ES,41.69649616,-87.6399736
POINT (-87.68479278593354 41.995359051783836),610191,STONE,6239 N LEAVITT ST,ES,41.99535905,-87.68479279
POINT (-87.7133175007 41.91193807974274),610192,STOWE,3444 W WABANSIA AVE,ES,41.91193808,-87.7133175
POINT (-87.54292760840417 41.74382852481611),610193,NEW SULLIVAN,8331 S MACKINAW AVE,ES,41.74382852,-87.54292761
POINT (-87.73352395107553 41.87082837933887),610194,SUMNER,4320 W 5TH AVE,ES,41.87082838,-87.73352395
POINT (-87.67682117256555 41.71144507127312),610195,SUTHERLAND,10015 S LEAVITT ST,ES,41.71144507,-87.67682117
POINT (-87.6582960802554 41.989139061005545),610196,SWIFT,5900 N WINTHROP AVE,ES,41.98913906,-87.65829608
POINT (-87.67372272471339 41.89240461212863),610197,TALCOTT,1840 W OHIO ST,ES,41.89240461,-87.67372272
POINT (-87.71098733184654 41.792346084625386),610226,SANDOVAL,5534 S SAINT LOUIS AVE,ES,41.79234608,-87.71098733
POINT (-87.72554564271758 41.84008042725388),610227,WHITNEY,2815 S KOMENSKY AVE,ES,41.84008043,-87.72554564
POINT (-87.67339165432209 41.85048088695771),610228,WHITTIER,1900 W 23RD ST,ES,41.85048089,-87.67339165
POINT (-87.67776098071515 41.90705300512011),610229,PRITZKER,2009 W SCHILLER ST,ES,41.90705301,-87.67776098
POINT (-87.7783448615314 42.00749067018465),610230,WILDWOOD,6950 N HIAWATHA AVE,ES,42.00749067,-87.77834486
POINT (-87.62930832982718 41.85279977034253),610231,NATIONAL TEACHERS,55 W CERMAK RD,ES,41.85279977,-87.62930833
POINT (-87.76993751641058 41.95759898855195),610390,RICKOVER MILITARY HS,5700 W BERTEAU AVE,HS,41.95759899,-87.76993752
POINT (-87.67166184963611 41.78204080365819),610391,LINDBLOM HS,6130 S WOLCOTT AVE,HS,41.7820408,-87.67166185
POINT (-87.73529221730037 41.834396617226666),610392,WORLD LANGUAGE HS,3120 S KOSTNER AVE,HS,41.83439662,-87.73529222
POINT (-87.65247334562707 41.965547461658346),610394,UPLIFT HS,900 W WILSON AVE,HS,41.96554746,-87.65247335
POINT (-87.70644464861834 41.7644070759543),610396,TARKINGTON,3330 W 71ST ST,ES,41.76440708,-87.70644465
POINT (-87.67632646860778 41.96881957627909),610402,DEVRY HS,1900 W LAWRENCE AVE,HS,41.96881958,-87.67632647
POINT (-87.67763611228631 41.88321451740482),610405,SUDER,2022 W WASHINGTON BLVD,ES,41.88321452,-87.67763611
POINT (-87.53297076749368 41.715470376128955),610198,TAYLOR,9912 S AVENUE H,ES,41.71547038,-87.53297077
POINT (-87.65811083885107 41.67750544720438),610199,COLEMON,1441 W 119TH ST,ES,41.67750545,-87.65811084
POINT (-87.5442799762555 41.73332423852838),610200,THORP J,8914 S BUFFALO AVE,ES,41.73332424,-87.54427998
POINT (-87.77763129473911 41.9485713122897),610201,THORP O,6024 W WARWICK AVE,ES,41.94857131,-87.77763129
POINT (-87.73056638464364 41.88410224207661),610202,TILTON,223 N KEELER AVE,ES,41.88410224,-87.73056638
POINT (-87.70817918402528 41.78752323005499),610203,MONARCAS ACADEMY,5815 S HOMAN AVE,ES,41.78752323,-87.70817918
POINT (-87.75892840072243 41.79904639800659),610206,TWAIN,5134 S LOTUS AVE,ES,41.7990464,-87.7589284
POINT (-87.66555862133826 41.72081703449792),610207,VANDERPOEL,9510 S PROSPECT AVE,ES,41.72081703,-87.66555862
POINT (-87.62714768792195 41.696262347939246),610208,LAVIZZO,138 W 109TH ST,ES,41.69626235,-87.62714769
POINT (-87.7246052240886 41.97163400199613),610209,VOLTA,4950 N AVERS AVE,ES,41.971634,-87.72460522
POINT (-87.71060878865043 41.97150444375719),610212,ALBANY PARK,4929 N SAWYER AVE,ES,41.97150444,-87.71060879
POINT (-87.60101811277588 41.77347789828035),610213,WADSWORTH,6650 S ELLIS AVE,ES,41.7734779,-87.60101811
POINT (-87.70506426006511 41.84095691155026),610215,MADERO,3202 W 28TH ST,ES,41.84095691,-87.70506426
POINT (-87.64808617419777 41.85483574754132),610216,WALSH,2015 S PEORIA ST,ES,41.85483575,-87.64808617
POINT (-87.63535578864118 41.84398008990415),610217,WARD J,2701 S SHIELDS AVE,ES,41.84398009,-87.63535579
POINT (-87.57535254879298 41.72676290909562),610218,WARREN,9239 S JEFFERY AVE,ES,41.72676291,-87.57535255
POINT (-87.5360152991867 41.68813148416714),610219,WASHINGTON G ES,3611 E 114TH ST,ES,41.68813148,-87.5360153
POINT (-87.69133251141675 41.96436540416632),610220,WATERS,4540 N CAMPBELL AVE,ES,41.9643654,-87.69133251
POINT (-87.72752437440191 41.86991585857832),610221,WEBSTER,4055 W ARTHINGTON ST,ES,41.86991586,-87.72752437
POINT (-87.65820483630583 41.76507589651177),610223,WENTWORTH,1340 W 71ST ST,ES,41.7650759,-87.65820484
POINT (-87.65538382113645 41.68390701046635),610225,WHISTLER,11533 S ADA ST,ES,41.68390701,-87.65538382
POINT (-87.70028031259812 41.91503854790846),610234,YATES,1839 N RICHMOND ST,ES,41.91503855,-87.70028031
POINT (-87.76714284601212 41.906790574638),610235,YOUNG ES,1434 N PARKSIDE AVE,ES,41.90679057,-87.76714285
POINT (-87.62713680544569 41.80913475766936),610237,BEETHOVEN,25 W 47TH ST,ES,41.80913476,-87.62713681
POINT (-87.65301778634648 41.76536056649469),610238,BOND,7050 S MAY ST,ES,41.76536057,-87.65301779
POINT (-87.67220640215808 41.80234286832012),610239,DALEY,5024 S WOLCOTT AVE,ES,41.80234287,-87.6722064
POINT (-87.64974916516262 41.95998415548501),610242,BRENNEMANN,4251 N CLARENDON AVE,ES,41.95998416,-87.64974917
POINT (-87.7533248713347 41.872885005783324),610244,CLARK HS,5101 W HARRISON ST,HS,41.87288501,-87.75332487
POINT (-87.767668455553 41.89036862981803),610245,DOUGLASS HS,543 N WALLER AVE,HS,41.89036863,-87.76766846
POINT (-87.62569157850251 41.79846496007581),610246,BEASLEY,5255 S STATE ST,ES,41.79846496,-87.62569158
POINT (-87.77818680274707 41.943055920148915),610248,CHICAGO ACADEMY ES,3400 N AUSTIN AVE,ES,41.94305592,-87.7781868
POINT (-87.6902608387575 41.79404805137659),610249,TALMAN,5450 S TALMAN AVE,ES,41.79404805,-87.69026084
POINT (-87.6336324338283 41.90141653447084),610250,SALAZAR,160 W WENDELL ST,ES,41.90141653,-87.63363243
POINT (-87.69918700902612 41.882949924626274),610251,CATHER,2908 W WASHINGTON BLVD,ES,41.88294992,-87.69918701
POINT (-87.68031496656164 41.879869820876024),610252,DETT,2131 W MONROE ST,ES,41.87986982,-87.68031497
POINT (-87.71574357178709 41.85888344695107),610254,DVORAK,3615 W 16TH ST,ES,41.85888345,-87.71574357
POINT (-87.59906677097464 41.81734932754074),610256,ROBINSON,4225 S LAKE PARK AVE,ES,41.81734933,-87.59906677
POINT (-87.70510783048364 41.889178135309955),610257,MORTON,431 N TROY ST,ES,41.88917814,-87.70510783
POINT (-87.61721417905207 41.77990049438019),610263,DULLES,6311 S CALUMET AVE,ES,41.77990049,-87.61721418
POINT (-87.60117440803558 41.740183791046064),610268,ASHE,8505 S INGLESIDE AVE,ES,41.74018379,-87.60117441
POINT (-87.65475844785418 41.97094908292975),610269,MCCUTCHEON,4865 N SHERIDAN RD,ES,41.97094908,-87.65475845
POINT (-87.70224105256047 41.87381494752166),610271,JENSEN,3030 W HARRISON ST,ES,41.87381495,-87.70224105
POINT (-87.70313876271736 41.86183619185722),610274,JOHNSON,1420 S ALBANY AVE,ES,41.86183619,-87.70313876
POINT (-87.61661794406346 41.81435828347831),610276,MOLLISON,4415 S DR MARTIN L KING JR DR,ES,41.81435828,-87.61661794
POINT (-87.60679103518804 41.76067263581973),610279,TANNER,7350 S EVANS AVE,ES,41.76067264,-87.60679104
POINT (-87.55678924877475 41.76033180038773),610281,POWELL,7511 S SOUTH SHORE DR,ES,41.7603318,-87.55678925
POINT (-87.746730779136 41.897819069911975),610282,MCNAIR,4820 W WALTON ST,ES,41.89781907,-87.74673078
POINT (-87.67316832856285 42.00770257088449),610284,NEW FIELD,1707 W MORSE AVE,ES,42.00770257,-87.67316833
POINT (-87.70960968204176 41.74235056706974),610287,ASHBURN,8300 S ST LOUIS AVE,ES,41.74235057,-87.70960968
POINT (-87.63727734721513 41.77272749766614),610290,MAYS,6656 S NORMAL BLVD,ES,41.7727275,-87.63727735
POINT (-87.72888429293116 41.775305387405496),610291,LEE,6448 S TRIPP AVE,ES,41.77530539,-87.72888429
POINT (-87.72466123134845 41.878798932743464),610293,MELODY,3937 W WILCOX ST,ES,41.87879893,-87.72466123
POINT (-87.64699403793742 41.68103137030722),610295,HIGGINS,11710 S MORGAN ST,ES,41.68103137,-87.64699404
POINT (-87.62804036316221 41.74718591826371),610298,LENART,8101 S LASALLE ST,ES,41.74718592,-87.62804036
POINT (-87.64133454073047 41.76533498003582),610299,KING ES,644 W 71ST ST,ES,41.76533498,-87.64133454
POINT (-87.63475051652755 41.74886822530267),610300,WESTCOTT,409 W 80TH ST,ES,41.74886823,-87.63475052
POINT (-87.6869602181822 41.87911823188518),610304,PHOENIX MILITARY HS,145 S CAMPBELL AVE,HS,41.87911823,-87.68696022
POINT (-87.74927555445291 41.873586780996895),610305,LELAND,512 S LAVERGNE AVE,ES,41.87358678,-87.74927555
POINT (-87.66809130690702 41.88390675595145),610308,RUDOLPH,1628 W WASHINGTON BLVD,ES,41.88390676,-87.66809131
POINT (-87.5895894984688 41.7331323135111),610312,MCDOWELL,1419 E 89TH ST,ES,41.73313231,-87.5895895
POINT (-87.68575620384055 41.90529385397866),610313,DE DIEGO,1313 N CLAREMONT AVE,ES,41.90529385,-87.6857562
POINT (-87.65053854187902 41.67230940678217),610315,WHITE,1136 W 122ND ST,ES,41.67230941,-87.65053854
POINT (-87.58218173784371 41.72610745557842),610316,EARHART,1710 E 93RD ST,ES,41.72610746,-87.58218174
POINT (-87.69207693006288 41.82390000056607),610317,BRIGHTON PARK,3825 S WASHTENAW AVE,ES,41.8239,-87.69207693
POINT (-87.66781651174634 41.829355619514004),610319,EVERGREEN,3537 S PAULINA ST,ES,41.82935562,-87.66781651
POINT (-87.55755003384354 41.73462672050479),610323,BOWEN HS,2710 E 89TH ST,HS,41.73462672,-87.55755003
POINT (-87.70804087648976 41.93397019627216),610325,AVONDALE-LOGANDALE,3212 W GEORGE ST,ES,41.9339702,-87.70804088
POINT (-87.67521045891118 41.857754809860126),610329,OROZCO,1940 W 18TH ST,ES,41.85775481,-87.67521046
POINT (-87.71542311990277 41.88621006017784),610334,RABY HS,3545 W FULTON BLVD,HS,41.88621006,-87.71542312
POINT (-87.64921669361141 41.758924732514046),610339,STAGG,7424 S MORGAN ST,ES,41.75892473,-87.64921669
POINT (-87.77684656597599 41.94305449108653),610340,CHICAGO ACADEMY HS,3400 N AUSTIN AVE,HS,41.94305449,-87.77684657
POINT (-87.68304994191038 41.90681580989406),610342,SABIN,2216 W HIRSCH ST,ES,41.90681581,-87.68304994
POINT (-87.60841876846958 41.81449879579565),610345,WOODSON,4414 S EVANS AVE,ES,41.8144988,-87.60841877
POINT (-87.68106119769811 41.77751050807112),610347,CLAREMONT,2300 W 64TH ST,ES,41.77751051,-87.6810612
POINT (-87.57664295114287 41.729692361601636),610350,BLACK,9101 S EUCLID AVE,ES,41.72969236,-87.57664295
POINT (-87.72995529239974 41.738843941359164),610352,DURKIN PARK,8445 S KOLIN AVE,ES,41.73884394,-87.72995529
POINT (-87.71165364056986 41.824377328019),610353,CALMECA,3456 W 38TH ST,ES,41.82437733,-87.71165364
POINT (-87.72122011376543 41.96640281721511),610354,NORTH RIVER,3729 W LELAND AVE,ES,41.96641068,-87.7212259
POINT (-87.66385296310304 41.96230777254777),610355,COURTENAY,4420 N BEACON ST,ES,41.96230777,-87.66385296
POINT (-87.69894610650117 41.84776169494352),610357,SPRY HS,2400 S MARSHALL BLVD,HS,41.84776169,-87.69894611
POINT (-87.63930546894743 41.71566535832873),610362,EVERS,9811 S LOWE AVE,ES,41.71566536,-87.63930547
POINT (-87.64608274403547 41.95681613105158),610363,DISNEY,4140 N MARINE DR,ES,41.95681613,-87.64608274
POINT (-87.61432001021039 41.65373298145931),610364,DUBOIS,330 E 133RD ST,ES,41.65373298,-87.61432001
POINT (-87.64804432347503 41.71619329639532),610366,WACKER,9746 S MORGAN ST,ES,41.7161933,-87.64804432
POINT (-87.76629755454924 41.87797883365318),610367,DEPRIEST,139 S PARKSIDE AVE,ES,41.87797883,-87.76629755
POINT (-87.62986865963936 41.70534232193567),610368,HUGHES L,240 W 104TH ST,ES,41.70534232,-87.62986866
POINT (-87.64676673439082 41.734125472926166),610369,JACKSON M,917 W 88TH ST,ES,41.73412547,-87.64676673
POINT (-87.6250299795557 41.806117597611866),610380,WILLIAMS HS,4934 S WABASH AVE,HS,41.8061176,-87.62502998
POINT (-87.62500446841625 41.805204171162224),610381,BRONZEVILLE HS,4934 S WABASH AVE,HS,41.80520417,-87.62500447
POINT (-87.73529946931335 41.833507275211815),610383,SOCIAL JUSTICE HS,3120 S KOSTNER AVE,HS,41.83350728,-87.73529947
POINT (-87.73527796160715 41.836168818721944),610384,INFINITY HS,3120 S KOSTNER AVE,HS,41.83616882,-87.73527796
POINT (-87.73528329703336 41.835281873635715),610385,MULTICULTURAL ARTS HS,3120 S KOSTNER AVE,HS,41.83528187,-87.7352833
POINT (-87.66737776498859 41.80351471627545),610386,PEACE AND EDUCATION HS,4946 S PAULINA ST,HS,41.80351472,-87.66737776
POINT (-87.72665959049033 41.894546719591844),610389,ORR HS,730 N PULASKI RD,HS,41.89454672,-87.72665959
POINT (-87.70204158577974 41.86414856767911),610499,COLLINS HS,1313 S SACRAMENTO DR,HS,41.86414857,-87.70204159
POINT (-87.72724437840999 41.86697962767595),610503,FRAZIER PROSPECTIVE,4027 W GRENSHAW ST,ES,41.86697963,-87.72724438
POINT (-87.67754185003605 41.82777491358657),610504,THOMAS,3625 S HOYNE AVE,ES,41.82777491,-87.67754185
POINT (-87.63275698311767 41.828145322855995),610513,AIR FORCE HS,3630 S WELLS ST,HS,41.82814532,-87.63275698
POINT (-87.7619163727251 41.885993287297524),610518,AUSTIN CCA HS,231 N PINE AVE,HS,41.88599329,-87.76191637
POINT (-87.6736960317108 41.90291445732691),610520,LASALLE II,1148 N HONORE ST,ES,41.90291446,-87.67369603
POINT (-87.66652988324917 41.77122111202408),610521,DAVIS M,6740 S PAULINA ST,ES,41.77122111,-87.66652988
POINT (-87.81377123402879 41.99423795046377),610523,EDISON PARK,6220 N OLCOTT AVE,ES,41.99423795,-87.81377123
POINT (-87.68056201257477 41.9357945564172),610524,ALCOTT HS,2957 N HOYNE AVE,HS,41.93579456,-87.68056201
POINT (-87.65940468444681 41.89354763866972),610529,OGDEN HS,1250 W ERIE ST,HS,41.89354764,-87.65940468
POINT (-87.5903961020516 41.76775510951827),610530,SOUTH SHORE ES,1415 E 70TH ST,ES,41.76775511,-87.5903961
POINT (-87.71136992132551 41.79347933005115),610532,HERNANDEZ,3510 W 55TH ST,ES,41.79347933,-87.71136992
POINT (-87.76578057130261 41.92131758250355),610533,PRIETO,2231 N CENTRAL AVE,ES,41.92131758,-87.76578057
POINT (-87.64484149476907 41.905109119688056),610534,SKINNER NORTH,640 W SCOTT ST,ES,41.90510912,-87.64484149
POINT (-87.77012725796686 41.93493062291068),610539,CAMRAS,3000 N MANGO AVE,ES,41.93493062,-87.77012726
POINT (-87.72478312355042 41.940025914057415),610541,LORCA,3231 N SPRINGFIELD AVE,ES,41.94002591,-87.72478312
POINT (-87.7059172053333 42.0029589949908),610542,WEST RIDGE,6700 N WHIPPLE ST,ES,42.00295899,-87.70591721
POINT (-87.71105882217724 41.79520055536992),610543,SOLORIO HS,5400 S ST LOUIS AVE,HS,41.79520056,-87.71105882
POINT (-87.73992023377784 41.7710790727289),610544,AZUELA,4707 W MARQUETTE RD,ES,41.77107907,-87.73992023
POINT (-87.57635263778296 41.758791663353236),610547,SOUTH SHORE INTL HS,1955 E 75TH ST,HS,41.75879166,-87.57635264
POINT (-87.66496913282971 41.86857587939848),610548,STEM,1522 W FILLMORE ST,ES,41.86857588,-87.66496913
POINT (-87.70406006782761 41.73523902268798),610557,PATHWAYS - ASHBURN HS,3284 W 87TH ST,HS,41.73523902,-87.70406007
POINT (-87.70734534805283 41.75374980253448),610558,GOODE HS,7651 S HOMAN AVE,HS,41.7537498,-87.70734535
POINT (-87.68977977274324 41.806491411659294),610559,SHIELDS MIDDLE,2611 W 48TH ST,ES,41.80649141,-87.68977977
POINT (-87.68330134658407 41.876947443984804),610561,CRANE MEDICAL HS,2245 W JACKSON BLVD,HS,41.87694744,-87.68330135
POINT (-87.67754136786809 41.808412543388556),610563,BACK OF THE YARDS HS,2111 W 47TH ST,HS,41.80841254,-87.67754137
POINT (-87.72136351132592 41.95248767022419),610564,DISNEY II HS,3900 N LAWNDALE AVE,HS,41.95248767,-87.72136351
POINT (-87.6491243469498 41.763895974094545),610565,EXCEL ENGLEWOOD HS,7141 S MORGAN ST,HS,41.76389597,-87.64912435
POINT (-87.70520632189682 41.93943320993643),610568,PATHWAYS - AVONDALE HS,3100 W BELMONT AVE,HS,41.93943321,-87.70520632
POINT (-87.80668177210931 42.017171239790784),610569,OMBUDSMAN - NORTHWEST HS,7500 N HARLEM AVE,HS,42.01717124,-87.80668177
POINT (-87.68363453081963 41.78302658139593),610570,OMBUDSMAN - SOUTH HS,6057 S. WESTERN AVE,HS,41.78302658,-87.68363453
POINT (-87.68784229508243 41.87467299509836),610571,OMBUDSMAN - WEST HS,2401 W. CONGRESS PKWY,HS,41.874673,-87.6878423
POINT (-87.55990690211829 41.74267138259479),400168,GREAT LAKES,8401 S SAGINAW AVE,ES,41.74267138,-87.5599069
POINT (-87.64641313678543 41.929849852811664),609774,ALCOTT ES,2625 N ORCHARD ST,ES,41.92984985,-87.64641314
POINT (-87.70018447218844 41.847746722754486),610184,SPRY ES,2400 S MARSHALL BLVD,ES,41.84774672,-87.70018447
POINT (-87.62929656938479 41.89997648989907),610101,OGDEN ES,24 W WALTON ST,ES,41.89997649,-87.62929657
POINT (-87.73067837613652 41.950460506243246),610515,DISNEY II ES,3815 N KEDVALE AVE,ES,41.95046051,-87.73067838
POINT (-87.55180355199907 41.75311490172341),610573,SAFE ACHIEVE HS,7530 S SOUTH SHORE DR,HS,41.7531149,-87.55180355
POINT (-87.71820414376171 41.93572646709712),400172,ASPIRA - BUSINESS & FINANCE HS,2989 N. MILWAUKEE AVE,HS,41.93572647,-87.71820414
POINT (-87.75542435392022 41.88826258108961),400178,MOVING EVEREST,416 N. LARAMIE AVE,ES,41.88826258,-87.75542435
POINT (-87.52798507715971 41.70485859136751),610586,SADLOWSKI,3930 E 105TH ST,ES,41.70485859,-87.52798508
POINT (-87.69705747862056 41.80798719304654),400179,NOBLE - MANSUETO HS,2911 W 47TH ST,HS,41.80798719,-87.69705748
POINT (-87.72661479995709 41.89380503757326),400180,KIPP - ONE,730 N PULASKI RD,ES,41.89380504,-87.7266148
POINT (-87.61223910523847 41.8012041667448),610587,DYETT ARTS HS,555 E 51ST ST,HS,41.80120417,-87.61223911
POINT (-87.72542159518997 41.78382632211399),610588,RICHARDSON,6018 S KARLOV AVE,ES,41.78382632,-87.7254216
POINT (-87.72447046436717 41.79146390934874),610589,SOR JUANA,4034 W 56TH ST,ES,41.791464,-87.72447
POINT (-87.62662117925584 41.81924917367804),610590,BRONZEVILLE CLASSICAL,8 W ROOT ST,ES,41.81924917,-87.62662118
POINT (-87.58332767616831 41.76003434014582),400181,ART IN MOTION,7415 S EAST END AVE,HS,41.76003434,-87.58332768
POINT (-87.63685077269172 41.77024998311005),610592,ENGLEWOOD STEM HS,6835 S NORMAL BLVD,HS,41.77024998,-87.63685077
POINT (-87.6428161488468 41.69510526428938),610593,OMBUDSMAN - ROSELAND HS,10928 S HALSTED ST,HS,41.69510526,-87.64281615
POINT (-87.68794642783524 41.90284075724418),610594,PATHWAYS - HUMBOLDT PARK HS,2421 W DIVISION ST,HS,41.90284076,-87.68794643
POINT (-87.55051275981418 41.75311714180804),610572,SAFE ACHIEVE ES,7530 S SOUTH SHORE DR,ES,41.75311714,-87.55051276
POINT (-87.65698551194797 41.931363743010365),610595,FISHER,1840 N. CLARK ST,ES,41.91600801,-87.6346366
POINT (-87.75778527867739 41.9619754174623),610599,CATALPA,4434 N LARAMIE AVE,ES,41.96198328,-87.75779107
POINT (-87.65993995514543 41.86344390858629),610597,VIRTUAL ACADEMY HS,1326 W 14TH ST,HS,41.86345176,-87.65994571
POINT (-87.65950073094785 41.86344657780715),610596,VIRTUAL ACADEMY ES,1326 W 14TH ST,ES,41.86345443,-87.65950649
POINT (-87.69306523454132 41.77024159739189),400182,CATALYST - MARIA HS,6727 S CALIFORNIA AVE,HS,41.77024943,-87.69307099
POINT (-87.61362864697796 41.831117531650264),400105,URBAN PREP - BRONZEVILLE HS,521 E 35TH ST,HS,41.83111753,-87.61362865
POINT (-87.63435669191705 41.78149781662923),400086,URBAN PREP - ENGLEWOOD HS,6201 S STEWART AVE,HS,41.78149782,-87.63435669
POINT (-87.67092712871724 41.75419385057818),609790,BARTON,7650 S WOLCOTT AVE,ES,41.754194,-87.670927
